PathPPS_len,PathPPS_time,Real_len,Acc
251,2572000,3514,0.5219123505976095
224,3041000,3136,0.5
352,6501000,4928,0.7670454545454546
278,3871000,3892,0.5539568345323741
207,3808000,2898,0.6811594202898551
220,2507000,3080,0.6818181818181818
107,2588000,1498,0.8130841121495327
30,1634000,420,1.0
113,2192000,1582,0.48672566371681414
269,3552000,3766,0.45724907063197023
260,3082000,3640,0.5230769230769231
239,3787000,3346,0.5397489539748954
237,3750000,3318,0.5358649789029536
309,4192000,4326,0.5857605177993528
54,1937000,756,0.5555555555555556
200,2901000,2800,0.83
272,2719000,3808,0.625
314,4563000,4396,0.40764331210191085
223,2980000,3122,0.5874439461883408
133,2835000,1862,0.41353383458646614
98,2380000,1372,0.6122448979591837
99,2009000,1386,0.6565656565656566
57,2044000,798,0.6140350877192983
221,3216000,3094,0.8280542986425339
158,3584000,2212,0.379746835443038
178,4611000,2492,0.7415730337078652
1,1452000,14,1.0
116,1952000,1624,0.7586206896551724
116,2495000,1624,0.5344827586206896
124,2113000,1736,0.5
234,3318000,3276,0.7350427350427351
28,1598000,392,0.9285714285714286
133,2528000,1862,0.5488721804511278
178,2544000,2492,0.8426966292134831
267,2655000,3738,0.7453183520599251
268,2840000,3752,0.664179104477612
160,4580000,2240,0.85
434,6079000,6076,0.5253456221198156
364,5705000,5096,0.6373626373626373
216,2690000,3024,0.8148148148148148
227,3141000,3178,0.6740088105726872
430,7239000,6020,0.5116279069767442
209,2483000,2926,0.7320574162679426
68,1678000,952,0.7352941176470589
116,2501000,1624,0.4482758620689655
385,5008000,5390,0.37662337662337664
121,1950000,1694,0.9504132231404959
95,2853000,1330,0.5578947368421052
139,3881000,1946,0.7553956834532374
388,5648000,5432,0.4948453608247423
268,4215000,3752,0.7164179104477612
135,1699000,1890,0.6
176,5136000,2464,0.8181818181818182
317,3253000,4438,0.5457413249211357
221,4317000,3094,0.8190045248868778
171,2356000,2394,0.8830409356725146
256,3788000,3584,0.546875
96,2105000,1344,0.3541666666666667
204,2957000,2856,0.8529411764705882
43,1608000,602,0.9069767441860465
240,4318000,3360,0.35
227,3658000,3178,0.43612334801762115
389,4245000,5446,0.5269922879177378
93,2016000,1302,0.4838709677419355
341,5512000,4774,0.6011730205278593
HCM(ms):,1286.65,MapSize(B):,1310800
